second,avg_latency_ms_consul_v0.6.4,throughput_consul_v0.6.4,cumulative_throughput_consul_v0.6.4,avg_cpu_consul_v0.6.4,avg_memory_mb_consul_v0.6.4,avg_latency_ms_etcd_v2,throughput_etcd_v2,cumulative_throughput_etcd_v2,avg_cpu_etcd_v2,avg_memory_mb_etcd_v2,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_v3.4.8,throughput_zookeeper_v3.4.8,cumulative_throughput_zookeeper_v3.4.8,avg_cpu_zookeeper_v3.4.8,avg_memory_mb_zookeeper_v3.4.8
927,2419.582721,523,1619797,74.59,3820.86,,,,,,,,,,,,,,,
928,2381.710896,361,1620158,74.53,3820.86,,,,,,,,,,,,,,,
929,2346.849474,395,1620553,74.47,3820.86,,,,,,,,,,,,,,,
930,2541.049136,440,1620993,74.41,3820.86,,,,,,,,,,,,,,,
931,2513.501254,451,1621444,74.44,3820.86,,,,,,,,,,,,,,,
932,2468.490689,389,1621833,74.38,3820.86,,,,,,,,,,,,,,,
933,2436.660259,390,1622223,74.41,3820.86,,,,,,,,,,,,,,,
934,2448.760565,397,1622620,74.43,3820.86,,,,,,,,,,,,,,,
935,2370.117608,488,1623108,74.38,3820.86,,,,,,,,,,,,,,,
936,2378.899269,360,1623468,74.31,3820.86,,,,,,,,,,,,,,,
937,2419.990114,431,1623899,74.25,3820.86,,,,,,,,,,,,,,,
938,2526.040971,324,1624223,74.18,3820.86,,,,,,,,,,,,,,,
939,2500.716580,400,1624623,74.12,3820.86,,,,,,,,,,,,,,,
940,2594.584329,356,1624979,74.06,3820.86,,,,,,,,,,,,,,,
941,2587.209523,375,1625354,74.00,3820.86,,,,,,,,,,,,,,,
942,2649.907074,396,1625750,73.94,3820.86,,,,,,,,,,,,,,,
943,2631.093524,361,1626111,74.02,3820.86,,,,,,,,,,,,,,,
944,2599.761125,438,1626549,74.04,3820.86,,,,,,,,,,,,,,,
945,2556.641288,428,1626977,74.01,3820.86,,,,,,,,,,,,,,,
946,2658.416504,340,1627317,74.08,3820.86,,,,,,,,,,,,,,,
947,2698.804724,364,1627681,74.05,3820.86,,,,,,,,,,,,,,,
948,2778.365089,364,1628045,74.03,3820.95,,,,,,,,,,,,,,,
949,2605.313943,438,1628483,74.07,3821.21,,,,,,,,,,,,,,,
950,2549.586639,403,1628886,74.06,3821.21,,,,,,,,,,,,,,,
951,2364.570100,366,1629252,74.03,3821.21,,,,,,,,,,,,,,,
952,2388.845983,426,1629678,74.00,3821.21,,,,,,,,,,,,,,,
953,2581.505751,368,1630046,73.95,3821.21,,,,,,,,,,,,,,,
954,2606.219808,400,1630446,73.89,3821.21,,,,,,,,,,,,,,,
955,2661.796120,310,1630756,73.92,3821.21,,,,,,,,,,,,,,,
956,2637.900133,355,1631111,73.86,3821.21,,,,,,,,,,,,,,,
957,2655.787200,530,1631641,73.89,3821.21,,,,,,,,,,,,,,,
958,2555.620783,312,1631953,73.93,3821.21,,,,,,,,,,,,,,,
959,2574.585584,334,1632287,73.87,3821.21,,,,,,,,,,,,,,,
960,2738.116654,414,1632701,73.81,3821.21,,,,,,,,,,,,,,,
961,2617.855942,445,1633146,73.75,3821.21,,,,,,,,,,,,,,,
962,2502.874994,335,1633481,73.69,3821.21,,,,,,,,,,,,,,,
963,2596.537480,313,1633794,73.63,3821.21,,,,,,,,,,,,,,,
964,2795.422416,352,1634146,73.56,3821.21,,,,,,,,,,,,,,,
965,2793.383155,435,1634581,73.51,3821.21,,,,,,,,,,,,,,,
966,2670.345430,278,1634859,73.45,3836.10,,,,,,,,,,,,,,,
967,2799.950104,420,1635279,73.42,3859.67,,,,,,,,,,,,,,,
968,2837.247323,287,1635566,73.50,3869.48,,,,,,,,,,,,,,,
969,3033.920459,358,1635924,73.44,3869.48,,,,,,,,,,,,,,,
970,2942.910586,420,1636344,73.47,3869.48,,,,,,,,,,,,,,,
971,2878.783255,287,1636631,73.42,3869.48,,,,,,,,,,,,,,,
972,2844.392457,293,1636924,73.36,3869.48,,,,,,,,,,,,,,,
973,2882.101071,448,1637372,73.30,3869.48,,,,,,,,,,,,,,,
974,2855.348095,388,1637760,73.23,3869.48,,,,,,,,,,,,,,,
975,2667.516444,229,1637989,73.18,3869.48,,,,,,,,,,,,,,,
976,2776.148776,448,1638437,73.12,3869.48,,,,,,,,,,,,,,,
977,2777.100656,2,1638439,73.05,3869.48,,,,,,,,,,,,,,,
978,4175.457010,64,1638503,72.98,3869.48,,,,,,,,,,,,,,,
979,0.000000,0,1638503,72.92,3869.48,,,,,,,,,,,,,,,
980,5992.159862,219,1638722,72.85,3869.48,,,,,,,,,,,,,,,
981,5862.238885,303,1639025,72.79,3869.48,,,,,,,,,,,,,,,
982,6115.653015,323,1639348,72.88,3869.48,,,,,,,,,,,,,,,
983,5774.732408,156,1639504,72.85,3869.48,,,,,,,,,,,,,,,
984,3740.555584,282,1639786,72.78,3869.48,,,,,,,,,,,,,,,
985,4151.098458,192,1639978,72.72,3869.48,,,,,,,,,,,,,,,
986,4552.580845,179,1640157,72.65,3869.48,,,,,,,,,,,,,,,
987,5115.086480,139,1640296,72.58,3869.48,,,,,,,,,,,,,,,
988,5492.873472,141,1640437,72.51,3869.48,,,,,,,,,,,,,,,
989,5599.165262,157,1640594,72.45,3869.48,,,,,,,,,,,,,,,
990,5934.298470,192,1640786,72.38,3869.48,,,,,,,,,,,,,,,
991,6313.537581,127,1640913,72.31,3869.48,,,,,,,,,,,,,,,
992,6459.127283,141,1641054,72.37,3869.48,,,,,,,,,,,,,,,
993,6464.231288,113,1641167,72.35,3869.48,,,,,,,,,,,,,,,
994,6543.561842,182,1641349,72.32,3869.48,,,,,,,,,,,,,,,
995,6476.331427,154,1641503,72.38,3872.05,,,,,,,,,,,,,,,
996,6502.821946,157,1641660,72.35,3872.05,,,,,,,,,,,,,,,
997,6496.786000,191,1641851,72.31,3872.05,,,,,,,,,,,,,,,
998,6522.828944,126,1641977,72.28,3889.64,,,,,,,,,,,,,,,
999,6500.051703,182,1642159,72.34,3895.27,,,,,,,,,,,,,,,
1000,6506.126176,138,1642297,72.40,3895.27,,,,,,,,,,,,,,,
1001,6522.327634,142,1642439,72.37,3895.27,,,,,,,,,,,,,,,
1002,6570.992582,96,1642535,72.31,3895.27,,,,,,,,,,,,,,,
1003,6546.836912,253,1642788,72.25,3895.27,,,,,,,,,,,,,,,
1004,6589.004343,125,1642913,72.19,3895.27,,,,,,,,,,,,,,,
1005,6468.665357,142,1643055,72.13,3895.27,,,,,,,,,,,,,,,
1006,6451.968267,111,1643166,72.07,3895.27,,,,,,,,,,,,,,,
1007,6577.256535,184,1643350,72.01,3895.27,,,,,,,,,,,,,,,
1008,5775.786493,415,1643765,72.04,3902.35,,,,,,,,,,,,,,,
1009,4104.998010,400,1644165,72.07,3902.35,,,,,,,,,,,,,,,
1010,2958.599136,207,1644372,72.02,3902.35,,,,,,,,,,,,,,,
1011,2905.315410,330,1644702,72.05,3902.35,,,,,,,,,,,,,,,
1012,3050.568003,454,1645156,71.99,3902.35,,,,,,,,,,,,,,,
1013,2968.023327,223,1645379,71.93,3902.35,,,,,,,,,,,,,,,
1014,2736.983615,518,1645897,71.87,3902.35,,,,,,,,,,,,,,,
1015,2784.138999,337,1646234,71.82,3902.35,,,,,,,,,,,,,,,
1016,2719.371906,275,1646509,71.77,3902.35,,,,,,,,,,,,,,,
1017,2706.837140,390,1646899,71.71,3902.35,,,,,,,,,,,,,,,
1018,2863.838133,335,1647234,71.65,3902.35,,,,,,,,,,,,,,,
1019,2883.459392,341,1647575,71.60,3902.35,,,,,,,,,,,,,,,
1020,2959.900754,324,1647899,71.63,3902.35,,,,,,,,,,,,,,,
1021,2946.776665,312,1648211,71.58,3906.53,,,,,,,,,,,,,,,
1022,2802.299555,431,1648642,71.69,3913.61,,,,,,,,,,,,,,,
1023,2826.913551,191,1648833,71.63,3913.61,,,,,,,,,,,,,,,
1024,3315.105786,336,1649169,71.58,3913.61,,,,,,,,,,,,,,,
1025,0.000000,0,1649169,71.51,3913.61,,,,,,,,,,,,,,,
1026,0.000000,0,1649169,71.45,3913.61,,,,,,,,,,,,,,,
1027,0.000000,0,1649169,71.38,3913.61,,,,,,,,,,,,,,,
1028,0.000000,0,1649169,71.32,3913.61,,,,,,,,,,,,,,,
1029,0.000000,0,1649169,71.28,3913.61,,,,,,,,,,,,,,,
1030,0.000000,0,1649169,71.25,3913.61,,,,,,,,,,,,,,,
1031,0.000000,0,1649169,71.31,3913.61,,,,,,,,,,,,,,,
1032,0.000000,0,1649169,71.28,3913.61,,,,,,,,,,,,,,,
1033,0.000000,0,1649169,71.24,3913.61,,,,,,,,,,,,,,,
1034,0.000000,0,1649169,71.20,3913.61,,,,,,,,,,,,,,,
1035,0.000000,0,1649169,71.17,3913.61,,,,,,,,,,,,,,,
1036,0.000000,0,1649169,71.13,3933.75,,,,,,,,,,,,,,,
1037,0.000000,0,1649169,71.10,3957.33,,,,,,,,,,,,,,,
1038,0.000000,0,1649169,71.07,3968.51,,,,,,,,,,,,,,,
1039,0.000000,0,1649169,71.00,3968.51,,,,,,,,,,,,,,,
1040,17032.119491,859,1650028,70.95,3968.68,,,,,,,,,,,,,,,
1041,0.000000,0,1650028,70.89,3968.68,,,,,,,,,,,,,,,
1042,18235.293121,65,1650093,70.82,3968.68,,,,,,,,,,,,,,,
1043,0.000000,0,1650093,70.75,3968.68,,,,,,,,,,,,,,,
1044,0.000000,0,1650093,70.69,3968.68,,,,,,,,,,,,,,,
1045,0.000000,0,1650093,70.64,3968.68,,,,,,,,,,,,,,,
1046,12890.010243,192,1650285,70.57,3968.68,,,,,,,,,,,,,,,
1047,7456.822800,653,1650938,70.61,3968.15,,,,,,,,,,,,,,,
1048,3256.710539,519,1651457,70.58,3968.15,,,,,,,,,,,,,,,
1049,1789.045285,520,1651977,70.53,3968.15,,,,,,,,,,,,,,,
1050,1729.606911,715,1652692,70.51,3968.24,,,,,,,,,,,,,,,
1051,1754.253019,520,1653212,70.51,3968.24,,,,,,,,,,,,,,,
1052,1726.464142,585,1653797,70.46,3968.24,,,,,,,,,,,,,,,
1053,1837.092598,455,1654252,70.49,3980.18,,,,,,,,,,,,,,,
1054,1866.318516,649,1654901,70.46,3980.18,,,,,,,,,,,,,,,
1055,1561.398699,584,1655485,70.41,3980.18,,,,,,,,,,,,,,,
1056,1756.429222,586,1656071,70.45,3980.18,,,,,,,,,,,,,,,
1057,1676.722666,520,1656591,70.41,3980.18,,,,,,,,,,,,,,,
1058,1752.093876,585,1657176,70.39,3980.18,,,,,,,,,,,,,,,
1059,1729.232941,585,1657761,70.39,3980.18,,,,,,,,,,,,,,,
1060,1816.752924,650,1658411,70.34,3980.18,,,,,,,,,,,,,,,
1061,1654.056042,519,1658930,70.29,3980.18,,,,,,,,,,,,,,,
1062,1770.179074,585,1659515,70.24,3980.18,,,,,,,,,,,,,,,
1063,1747.282438,585,1660100,70.19,3980.18,,,,,,,,,,,,,,,
1064,1786.288983,585,1660685,70.14,3980.18,,,,,,,,,,,,,,,
1065,1889.260528,455,1661140,70.09,3980.18,,,,,,,,,,,,,,,
1066,1776.028531,620,1661760,70.07,3980.53,,,,,,,,,,,,,,,
1067,1627.540017,550,1662310,70.06,3980.53,,,,,,,,,,,,,,,
1068,1674.154234,649,1662959,70.10,3980.53,,,,,,,,,,,,,,,
1069,1682.165046,455,1663414,70.05,3980.53,,,,,,,,,,,,,,,
1070,1772.298361,585,1663999,69.99,3980.53,,,,,,,,,,,,,,,
1071,1785.370935,650,1664649,69.94,3980.53,,,,,,,,,,,,,,,
1072,1974.398339,650,1665299,69.89,3980.53,,,,,,,,,,,,,,,
1073,1663.976077,455,1665754,69.85,3980.53,,,,,,,,,,,,,,,
1074,1583.363665,569,1666323,69.83,3980.53,,,,,,,,,,,,,,,
1075,1662.002295,536,1666859,69.83,3980.53,,,,,,,,,,,,,,,
1076,1717.267670,585,1667444,69.78,3980.53,,,,,,,,,,,,,,,
1077,1765.556159,584,1668028,69.73,3980.53,,,,,,,,,,,,,,,
1078,1709.177466,649,1668677,69.67,3980.53,,,,,,,,,,,,,,,
1079,1794.758908,520,1669197,69.62,3980.53,,,,,,,,,,,,,,,
1080,1722.806203,583,1669780,69.67,3980.53,,,,,,,,,,,,,,,
1081,1706.573607,650,1670430,69.61,3980.53,,,,,,,,,,,,,,,
1082,1796.178978,455,1670885,69.57,3980.53,,,,,,,,,,,,,,,
1083,1810.556477,519,1671404,69.67,3980.53,,,,,,,,,,,,,,,
1084,1653.985886,716,1672120,69.64,3980.53,,,,,,,,,,,,,,,
1085,1716.737655,585,1672705,69.59,3980.53,,,,,,,,,,,,,,,
1086,1897.427531,649,1673354,69.55,3980.53,,,,,,,,,,,,,,,
1087,1537.006781,520,1673874,69.50,3980.53,,,,,,,,,,,,,,,
1088,1684.215288,650,1674524,69.45,3980.53,,,,,,,,,,,,,,,
1089,1780.168145,585,1675109,69.41,3980.53,,,,,,,,,,,,,,,
1090,1810.706495,520,1675629,69.36,3980.53,,,,,,,,,,,,,,,
1091,1637.843388,464,1676093,69.39,3980.62,,,,,,,,,,,,,,,
1092,1699.364547,706,1676799,69.44,3980.62,,,,,,,,,,,,,,,
1093,1725.926437,519,1677318,69.39,3980.62,,,,,,,,,,,,,,,
1094,1786.775462,650,1677968,69.34,3980.62,,,,,,,,,,,,,,,
1095,1647.090023,520,1678488,69.34,3980.62,,,,,,,,,,,,,,,
1096,1762.931291,520,1679008,69.34,3980.62,,,,,,,,,,,,,,,
1097,2019.754260,390,1679398,69.29,3980.62,,,,,,,,,,,,,,,
1098,2229.474501,455,1679853,69.24,3980.62,,,,,,,,,,,,,,,
1099,2418.056577,454,1680307,69.19,3980.62,,,,,,,,,,,,,,,
1100,2472.187445,388,1680695,69.18,3980.62,,,,,,,,,,,,,,,
1101,2446.460444,393,1681088,69.17,3980.62,,,,,,,,,,,,,,,
1102,2431.925542,415,1681503,69.12,3980.62,,,,,,,,,,,,,,,
1103,2301.744349,374,1681877,69.07,3980.62,,,,,,,,,,,,,,,
1104,2583.697827,471,1682348,69.08,3980.62,,,,,,,,,,,,,,,
1105,2512.077309,332,1682680,69.06,3980.62,,,,,,,,,,,,,,,
1106,2477.119722,391,1683071,69.01,3980.62,,,,,,,,,,,,,,,
1107,2548.650418,377,1683448,68.96,3980.62,,,,,,,,,,,,,,,
1108,2555.258032,428,1683876,69.00,3980.62,,,,,,,,,,,,,,,
1109,2605.142897,326,1684202,68.96,3980.62,,,,,,,,,,,,,,,
1110,2651.307910,407,1684609,68.90,3980.62,,,,,,,,,,,,,,,
1111,2801.558066,268,1684877,68.86,3980.62,,,,,,,,,,,,,,,
1112,2834.500702,432,1685309,68.88,3980.62,,,,,,,,,,,,,,,
1113,2833.644508,365,1685674,68.83,3980.62,,,,,,,,,,,,,,,
1114,2816.672166,334,1686008,68.78,3980.62,,,,,,,,,,,,,,,
1115,2834.684921,325,1686333,68.74,3980.62,,,,,,,,,,,,,,,
1116,2865.978359,341,1686674,68.69,3980.62,,,,,,,,,,,,,,,
1117,2938.163020,269,1686943,68.72,3980.62,,,,,,,,,,,,,,,
1118,2895.152302,455,1687398,68.69,3980.62,,,,,,,,,,,,,,,
1119,2760.763418,348,1687746,68.64,3980.62,,,,,,,,,,,,,,,
1120,2728.205893,303,1688049,68.68,3980.62,,,,,,,,,,,,,,,
1121,2865.769600,477,1688526,68.63,3980.62,,,,,,,,,,,,,,,
1122,2705.283357,349,1688875,68.58,3980.62,,,,,,,,,,,,,,,
1123,2807.802134,262,1689137,68.61,3980.62,,,,,,,,,,,,,,,
1124,2725.076186,367,1689504,68.57,3980.62,,,,,,,,,,,,,,,
1125,2880.713478,366,1689870,68.53,3980.62,,,,,,,,,,,,,,,
1126,2850.685319,333,1690203,68.47,3980.62,,,,,,,,,,,,,,,
1127,2890.379831,367,1690570,68.43,3980.62,,,,,,,,,,,,,,,
1128,2889.215763,366,1690936,68.38,3980.62,,,,,,,,,,,,,,,
1129,2874.178740,269,1691205,68.33,3980.62,,,,,,,,,,,,,,,
1130,2985.556596,430,1691635,68.37,3980.62,,,,,,,,,,,,,,,
1131,2872.552144,300,1691935,68.32,3980.62,,,,,,,,,,,,,,,
1132,2890.107458,310,1692245,68.36,3980.62,,,,,,,,,,,,,,,
1133,2892.553452,413,1692658,68.32,3980.62,,,,,,,,,,,,,,,
1134,2818.865172,342,1693000,68.27,3980.62,,,,,,,,,,,,,,,
1135,2769.684930,339,1693339,68.26,3980.62,,,,,,,,,,,,,,,
1136,2776.885659,440,1693779,68.25,3980.62,,,,,,,,,,,,,,,
1137,2763.251381,292,1694071,68.21,3980.62,,,,,,,,,,,,,,,
1138,2818.417107,334,1694405,68.16,3980.62,,,,,,,,,,,,,,,
1139,2796.844247,450,1694855,68.11,3980.62,,,,,,,,,,,,,,,
1140,2754.223203,347,1695202,68.07,3980.62,,,,,,,,,,,,,,,
1141,2596.648417,385,1695587,68.02,3980.62,,,,,,,,,,,,,,,
1142,2580.540620,334,1695921,67.98,3980.62,,,,,,,,,,,,,,,
1143,2718.358282,410,1696331,68.01,3980.62,,,,,,,,,,,,,,,
1144,2770.895356,346,1696677,67.98,3980.62,,,,,,,,,,,,,,,
1145,2710.770360,375,1697052,68.02,3980.62,,,,,,,,,,,,,,,
1146,2640.620227,409,1697461,67.97,3980.62,,,,,,,,,,,,,,,
1147,2617.733801,319,1697780,68.01,3980.62,,,,,,,,,,,,,,,
1148,2723.637978,416,1698196,67.96,3980.62,,,,,,,,,,,,,,,
1149,2712.406569,265,1698461,67.91,3980.62,,,,,,,,,,,,,,,
1150,2831.637584,449,1698910,67.87,3980.62,,,,,,,,,,,,,,,
1151,2796.773058,417,1699327,67.82,3980.62,,,,,,,,,,,,,,,
1152,2682.121416,287,1699614,67.80,3980.62,,,,,,,,,,,,,,,
1153,2691.241442,362,1699976,67.78,3980.62,,,,,,,,,,,,,,,
1154,2812.961264,351,1700327,67.76,3980.62,,,,,,,,,,,,,,,
1155,2750.970475,415,1700742,67.81,3980.62,,,,,,,,,,,,,,,
1156,2755.938327,365,1701107,67.88,3980.62,,,,,,,,,,,,,,,
1157,2685.101034,286,1701393,67.96,3980.62,,,,,,,,,,,,,,,
1158,2851.470375,439,1701832,67.94,3980.62,,,,,,,,,,,,,,,
1159,2748.983343,350,1702182,67.93,3980.62,,,,,,,,,,,,,,,
1160,2681.834500,280,1702462,67.91,3980.62,,,,,,,,,,,,,,,
1161,2688.540730,412,1702874,67.95,3980.88,,,,,,,,,,,,,,,
1162,2899.818547,308,1703182,67.94,3980.88,,,,,,,,,,,,,,,
1163,2990.206623,282,1703464,67.89,3980.88,,,,,,,,,,,,,,,
1164,3089.510633,345,1703809,67.85,3980.88,,,,,,,,,,,,,,,
1165,3045.082210,374,1704183,67.80,3980.88,,,,,,,,,,,,,,,
1166,2985.022713,346,1704529,67.75,3980.88,,,,,,,,,,,,,,,
1167,2924.870771,346,1704875,67.71,3980.88,,,,,,,,,,,,,,,
1168,2997.984203,311,1705186,67.66,3980.88,,,,,,,,,,,,,,,
1169,2981.873557,273,1705459,67.70,3980.88,,,,,,,,,,,,,,,
1170,2886.801501,469,1705928,67.74,3993.19,,,,,,,,,,,,,,,
1171,2768.883146,388,1706316,67.69,4019.22,,,,,,,,,,,,,,,
1172,2728.842177,275,1706591,67.71,4032.02,,,,,,,,,,,,,,,
1173,2675.909204,480,1707071,67.67,4032.02,,,,,,,,,,,,,,,
1174,2629.137401,376,1707447,67.62,4032.02,,,,,,,,,,,,,,,
1175,2676.256904,218,1707665,67.58,4032.02,,,,,,,,,,,,,,,
1176,2849.567185,472,1708137,67.53,4032.02,,,,,,,,,,,,,,,
1177,2818.678703,388,1708525,67.49,4032.02,,,,,,,,,,,,,,,
1178,2753.886240,253,1708778,67.44,4032.02,,,,,,,,,,,,,,,
1179,2983.028655,359,1709137,67.41,4032.02,,,,,,,,,,,,,,,
1180,2958.526185,377,1709514,67.40,4032.02,,,,,,,,,,,,,,,
1181,3036.767641,177,1709691,67.46,4032.02,,,,,,,,,,,,,,,
1182,3129.549054,383,1710074,67.53,4032.02,,,,,,,,,,,,,,,
1183,3136.496262,310,1710384,67.54,4033.31,,,,,,,,,,,,,,,
1184,3798.624179,64,1710448,67.56,4035.36,,,,,,,,,,,,,,,
1185,3824.671446,412,1710860,67.54,4035.36,,,,,,,,,,,,,,,
1186,3952.774235,215,1711075,67.52,4035.36,,,,,,,,,,,,,,,
1187,4150.364468,225,1711300,67.50,4035.36,,,,,,,,,,,,,,,
1188,4083.057486,215,1711515,67.56,4035.36,,,,,,,,,,,,,,,
1189,3973.496431,220,1711735,67.52,4035.36,,,,,,,,,,,,,,,
1190,4499.365372,238,1711973,67.47,4035.36,,,,,,,,,,,,,,,
1191,4764.489372,146,1712119,67.42,4035.36,,,,,,,,,,,,,,,
1192,4902.747993,182,1712301,67.37,4035.26,,,,,,,,,,,,,,,
1193,4981.110519,214,1712515,67.32,4035.26,,,,,,,,,,,,,,,
1194,4971.085568,220,1712735,67.27,4035.26,,,,,,,,,,,,,,,
1195,4986.225491,174,1712909,67.30,4035.26,,,,,,,,,,,,,,,
1196,5071.843913,210,1713119,67.26,4035.26,,,,,,,,,,,,,,,
1197,5115.497996,154,1713273,67.24,4035.26,,,,,,,,,,,,,,,
1198,5340.221424,176,1713449,67.21,4035.26,,,,,,,,,,,,,,,
1199,5416.319419,194,1713643,67.25,4035.26,,,,,,,,,,,,,,,
1200,5384.804521,219,1713862,67.26,4035.26,,,,,,,,,,,,,,,
1201,5510.652007,119,1713981,67.24,4035.26,,,,,,,,,,,,,,,
1202,5611.555379,204,1714185,67.27,4047.84,,,,,,,,,,,,,,,
1203,5515.855087,120,1714305,67.27,4048.11,,,,,,,,,,,,,,,
1204,5653.547587,211,1714516,67.25,4048.11,,,,,,,,,,,,,,,
1205,5630.047718,219,1714735,67.24,4048.11,,,,,,,,,,,,,,,
1206,5638.200073,174,1714909,67.19,4048.11,,,,,,,,,,,,,,,
1207,5733.042153,136,1715045,67.14,4048.11,,,,,,,,,,,,,,,
1208,5747.936857,159,1715204,67.10,4048.11,,,,,,,,,,,,,,,
1209,5898.680479,102,1715306,67.05,4048.11,,,,,,,,,,,,,,,
1210,6027.243063,209,1715515,67.00,4048.11,,,,,,,,,,,,,,,
1211,6062.935358,128,1715643,66.96,4048.11,,,,,,,,,,,,,,,
1212,6772.284659,2,1715645,66.91,4048.11,,,,,,,,,,,,,,,
1213,8067.144750,62,1715707,66.86,4048.11,,,,,,,,,,,,,,,
1214,0.000000,0,1715707,66.81,4048.11,,,,,,,,,,,,,,,
1215,9510.546027,2,1715709,66.79,4048.11,,,,,,,,,,,,,,,
1216,0.000000,0,1715709,66.80,4048.11,,,,,,,,,,,,,,,
1217,10293.249291,492,1716201,66.76,4048.11,,,,,,,,,,,,,,,
1218,6563.952265,592,1716793,66.78,4048.11,,,,,,,,,,,,,,,
1219,2088.009714,216,1717009,66.73,4048.11,,,,,,,,,,,,,,,
1220,2559.325598,321,1717330,66.69,4048.11,,,,,,,,,,,,,,,
1221,3062.825203,424,1717754,66.64,4048.11,,,,,,,,,,,,,,,
1222,3467.863172,89,1717843,66.60,4048.11,,,,,,,,,,,,,,,
1223,3949.784995,103,1717946,66.55,4048.11,,,,,,,,,,,,,,,
1224,4085.498544,448,1718394,66.50,4049.56,,,,,,,,,,,,,,,
1225,3997.700743,396,1718790,66.48,4070.71,,,,,,,,,,,,,,,
1226,3493.249779,92,1718882,66.49,4072.56,,,,,,,,,,,,,,,
1227,3152.247709,424,1719306,66.44,4072.56,,,,,,,,,,,,,,,
1228,3100.489028,484,1719790,66.40,4072.56,,,,,,,,,,,,,,,
1229,2837.468028,157,1719947,66.42,4078.24,,,,,,,,,,,,,,,
1230,2705.318027,209,1720156,66.38,4078.24,,,,,,,,,,,,,,,
1231,3175.834261,346,1720502,66.33,4078.24,,,,,,,,,,,,,,,
1232,0.000000,0,1720502,66.28,4078.24,,,,,,,,,,,,,,,
1233,3836.340956,574,1721076,66.24,4078.24,,,,,,,,,,,,,,,
1234,0.000000,0,1721076,66.22,4078.24,,,,,,,,,,,,,,,
1235,5099.668878,65,1721141,66.20,4078.24,,,,,,,,,,,,,,,
1236,0.000000,0,1721141,66.17,4078.24,,,,,,,,,,,,,,,
1237,0.000000,0,1721141,66.12,4078.24,,,,,,,,,,,,,,,
1238,0.000000,0,1721141,66.07,4078.24,,,,,,,,,,,,,,,
1239,0.000000,0,1721141,66.02,4078.24,,,,,,,,,,,,,,,
1240,0.000000,0,1721141,65.97,4078.24,,,,,,,,,,,,,,,
1241,0.000000,0,1721141,65.92,4078.24,,,,,,,,,,,,,,,
1242,0.000000,0,1721141,65.87,4078.24,,,,,,,,,,,,,,,
1243,12385.364673,194,1721335,65.83,4078.24,,,,,,,,,,,,,,,
1244,0.000000,0,1721335,65.79,4078.24,,,,,,,,,,,,,,,
1245,0.000000,0,1721335,65.74,4078.24,,,,,,,,,,,,,,,
1246,14723.201328,65,1721400,65.69,4078.24,,,,,,,,,,,,,,,
1247,0.000000,0,1721400,65.64,4078.24,,,,,,,,,,,,,,,
1248,0.000000,0,1721400,65.59,4078.24,,,,,,,,,,,,,,,
1249,0.000000,0,1721400,65.62,4079.69,,,,,,,,,,,,,,,
1250,0.000000,0,1721400,65.57,4079.69,,,,,,,,,,,,,,,
1251,0.000000,0,1721400,65.52,4079.69,,,,,,,,,,,,,,,
1252,0.000000,0,1721400,65.47,4079.69,,,,,,,,,,,,,,,
1253,0.000000,0,1721400,65.41,4079.69,,,,,,,,,,,,,,,
1254,22410.791059,260,1721660,65.37,4079.69,,,,,,,,,,,,,,,
1255,20179.982481,585,1722245,65.34,4079.69,,,,,,,,,,,,,,,
1256,4148.334638,649,1722894,65.30,4079.69,,,,,,,,,,,,,,,
1257,1821.653374,389,1723283,65.26,4079.69,,,,,,,,,,,,,,,
1258,1722.872694,649,1723932,65.23,4079.69,,,,,,,,,,,,,,,
1259,1695.381066,650,1724582,65.24,4079.69,,,,,,,,,,,,,,,
1260,1781.691815,530,1725112,65.23,4079.69,,,,,,,,,,,,,,,
1261,1771.059335,444,1725556,65.21,4079.69,,,,,,,,,,,,,,,
1262,1683.539411,715,1726271,65.31,4082.51,,,,,,,,,,,,,,,
1263,1716.090294,584,1726855,65.28,4082.51,,,,,,,,,,,,,,,
1264,2077.957039,585,1727440,65.24,4082.51,,,,,,,,,,,,,,,
1265,1769.129618,390,1727830,65.21,4082.51,,,,,,,,,,,,,,,
1266,1552.638155,715,1728545,65.17,4082.51,,,,,,,,,,,,,,,
1267,1717.753908,520,1729065,65.13,4082.51,,,,,,,,,,,,,,,
1268,1710.869866,520,1729585,65.17,4082.51,,,,,,,,,,,,,,,
1269,1731.387610,715,1730300,65.13,4082.51,,,,,,,,,,,,,,,
1270,1720.874875,520,1730820,65.09,4082.51,,,,,,,,,,,,,,,
1271,1769.095228,390,1731210,65.05,4082.51,,,,,,,,,,,,,,,
1272,1823.412593,650,1731860,65.02,4082.51,,,,,,,,,,,,,,,
1273,1823.649502,650,1732510,64.98,4082.51,,,,,,,,,,,,,,,
1274,1697.229789,520,1733030,65.02,4082.51,,,,,,,,,,,,,,,
1275,1814.980168,714,1733744,65.05,4082.51,,,,,,,,,,,,,,,
1276,1620.218656,520,1734264,65.08,4082.51,,,,,,,,,,,,,,,
1277,1723.495319,585,1734849,65.05,4082.51,,,,,,,,,,,,,,,
1278,1632.530831,585,1735434,65.02,4082.51,,,,,,,,,,,,,,,
1279,1731.605320,455,1735889,64.98,4082.51,,,,,,,,,,,,,,,
