second,avg_latency_ms_etcd_v3_nocompression,throughput_etcd_v3_nocompression,cumulative_throughput_etcd_v3_nocompression,avg_cpu_etcd_v3_nocompression,avg_memory_mb_etcd_v3_nocompression,avg_latency_ms_etcd_v3_snappy,throughput_etcd_v3_snappy,cumulative_throughput_etcd_v3_snappy,avg_cpu_etcd_v3_snappy,avg_memory_mb_etcd_v3_snappy
1091,1.968185,507,494882,49.09,828.54,,,,,
1092,1.945663,512,495394,49.09,829.67,,,,,
1093,1.890028,527,495921,49.09,830.92,,,,,
1094,1.994303,499,496420,49.11,831.58,,,,,
1095,1.878259,530,496950,49.11,831.58,,,,,
1096,1.900367,524,497474,49.11,831.58,,,,,
1097,1.841342,541,498015,49.11,831.58,,,,,
1098,1.843700,540,498555,49.11,832.33,,,,,
1099,1.911722,521,499076,49.12,832.33,,,,,
1100,1.886539,527,499603,49.12,832.54,,,,,
1101,1.893163,397,,,,,,,,
