second,avg_latency_ms_zookeeper_v3.4.8_snap10k,throughput_zookeeper_v3.4.8_snap10k,cumulative_throughput_zookeeper_v3.4.8_snap10k,avg_cpu_zookeeper_v3.4.8_snap10k,avg_memory_mb_zookeeper_v3.4.8_snap10k,avg_latency_ms_zookeeper_v3.4.8_snap100k,throughput_zookeeper_v3.4.8_snap100k,cumulative_throughput_zookeeper_v3.4.8_snap100k,avg_cpu_zookeeper_v3.4.8_snap100k,avg_memory_mb_zookeeper_v3.4.8_snap100k,avg_latency_ms_etcdv3_gotip,throughput_etcdv3_gotip,cumulative_throughput_etcdv3_gotip,avg_cpu_etcdv3_gotip,avg_memory_mb_etcdv3_gotip,avg_latency_ms_etcdv3_go1.6,throughput_etcdv3_go1.6,cumulative_throughput_etcdv3_go1.6,avg_cpu_etcdv3_go1.6,avg_memory_mb_etcdv3_go1.6,avg_latency_ms_etcdv3_go1.5,throughput_etcdv3_go1.5,cumulative_throughput_etcdv3_go1.5,avg_cpu_etcdv3_go1.5,avg_memory_mb_etcdv3_go1.5,avg_latency_ms_etcdv2_go1.4,throughput_etcdv2_go1.4,cumulative_throughput_etcdv2_go1.4,avg_cpu_etcdv2_go1.4,avg_memory_mb_etcdv2_go1.4,avg_latency_ms_consul_v0.6.4,throughput_consul_v0.6.4,cumulative_throughput_consul_v0.6.4,avg_cpu_consul_v0.6.4,avg_memory_mb_consul_v0.6.4
1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8907.415337,196,1852485,73.10,4911.06
1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8919.320453,128,1852613,73.04,4911.06
1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8704.524087,191,1852804,73.08,4911.06
1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6396.435276,131,1852935,73.02,4911.06
1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6720.146761,131,1853066,72.96,4911.06
1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6983.367303,88,1853154,72.90,4911.06
1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7173.809935,133,1853287,72.83,4911.06
1093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7621.379315,130,1853417,72.87,4911.06
1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7892.155257,68,1853485,72.82,4911.06
1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8241.759531,126,1853611,72.76,4911.06
1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8559.212874,65,1853676,72.70,4911.06
1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8737.276805,130,1853806,72.65,4911.06
1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8788.936526,193,1853999,72.59,4911.06
1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8868.513809,69,1854068,72.52,4911.06
1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8779.690215,88,1854156,72.46,4911.06
1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8815.642069,132,1854288,72.40,4911.06
1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8773.932633,130,1854418,72.43,4911.06
1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8881.853859,69,1854487,72.37,4911.06
1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8887.513438,62,1854549,72.31,4911.06
1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8952.082731,130,1854679,72.25,4911.06
1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8936.073157,190,1854869,72.20,4911.06
1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9011.922819,68,1854937,72.14,4911.06
1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9031.681290,131,1855068,72.19,4911.06
1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8998.134572,90,1855158,72.25,4911.06
1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8965.701110,130,1855288,72.22,4911.06
1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8963.710966,134,1855422,72.20,4911.06
1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9018.690831,67,1855489,72.25,4911.06
1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8898.481937,63,1855552,72.22,4911.06
1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8966.493919,127,1855679,72.19,4911.06
1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9076.027885,190,1855869,72.17,4911.06
1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9028.736230,70,1855939,72.14,4911.06
1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8958.445979,128,1856067,72.11,4911.06
1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9048.570634,92,1856159,72.09,4911.06
1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9155.552548,129,1856288,72.07,4911.06
1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9147.023398,68,1856356,72.01,4911.06
1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9267.557534,130,1856486,71.97,4911.06
1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9274.914242,63,1856549,72.00,4911.06
1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9350.978418,127,1856676,72.12,4911.06
1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9284.303247,68,1856744,72.07,4911.06
1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9261.714741,190,1856934,72.01,4911.06
1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9274.881048,71,1857005,71.95,4911.06
1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9406.356400,88,1857093,71.90,4911.06
1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9466.771328,129,1857222,71.84,4911.06
1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9469.313010,132,1857354,71.79,4911.06
1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9386.810922,77,1857431,71.73,4911.06
1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9526.963591,113,1857544,71.68,4911.06
1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9511.438860,70,1857614,71.62,4911.06
1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9642.039957,66,1857680,71.56,4911.06
1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9554.312816,192,1857872,71.51,4911.06
1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9518.414741,127,1857999,71.45,4911.06
1136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9649.007834,69,1858068,71.48,4915.43
1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9653.639334,89,1858157,71.50,4915.70
1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9707.005957,131,1858288,71.56,4919.37
1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9856.777847,68,1858356,71.50,4919.37
1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9923.745191,75,1858431,71.44,4919.37
1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9989.541881,115,1858546,71.39,4919.37
1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10051.241990,68,1858614,71.33,4919.37
1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9934.117962,67,1858681,71.28,4919.37
1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9979.889959,192,1858873,71.22,4919.37
1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10008.083404,126,1858999,71.16,4919.37
1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10039.937738,10,1859009,71.11,4919.37
1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10130.110503,148,1859157,71.05,4919.37
1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10191.578116,68,1859225,70.99,4919.37
1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10029.380951,130,1859355,70.94,4919.37
1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10167.894494,76,1859431,70.88,4919.37
1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10062.225713,61,1859492,70.82,4919.37
1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10109.803161,122,1859614,70.95,4924.31
1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10169.084445,69,1859683,70.90,4924.31
1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10120.889174,144,1859827,70.84,4924.31
1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10149.218310,113,1859940,70.78,4924.31
1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10166.421494,69,1860009,70.73,4924.31
1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10072.853611,84,1860093,70.68,4924.31
1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10144.620852,132,1860225,70.63,4924.31
1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10149.322586,130,1860355,70.58,4924.31
1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10324.252149,70,1860425,70.52,4924.31
1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10230.778075,67,1860492,70.47,4924.31
1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10330.629441,61,1860553,70.41,4924.31
1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10459.094420,67,1860620,70.35,4924.31
1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10359.146658,140,1860760,70.30,4924.31
1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10363.956209,177,1860937,70.25,4924.31
1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10376.576103,66,1861003,70.26,4924.31
1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10378.571994,89,1861092,70.31,4924.31
1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10467.258115,70,1861162,70.26,4924.31
1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10352.632286,131,1861293,70.20,4924.31
1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10341.962376,68,1861361,70.15,4924.31
1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10417.187053,125,1861486,70.09,4924.31
1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10354.172360,60,1861546,70.04,4924.31
1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10352.493742,70,1861616,69.99,4924.31
1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10354.127582,98,1861714,69.94,4924.31
1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10374.600361,161,1861875,69.97,4924.31
1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10418.209417,125,1862000,69.92,4924.31
1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10472.602581,68,1862068,69.87,4924.31
1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10471.745548,27,1862095,69.82,4924.31
1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10484.573295,130,1862225,69.77,4924.31
1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10553.573797,133,1862358,69.71,4924.31
1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10465.031442,8,1862366,69.84,4924.31
1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10606.622536,127,1862493,69.78,4924.31
1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10488.205686,58,1862551,69.73,4924.31
1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10491.676789,128,1862679,69.68,4924.31
1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10478.619160,146,1862825,69.63,4924.31
1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10485.193360,112,1862937,69.58,4924.31
1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10583.472588,71,1863008,69.52,4924.31
1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10473.913155,64,1863072,69.47,4924.31
1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10512.682503,90,1863162,69.50,4924.31
1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10544.422308,130,1863292,69.45,4924.31
1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10692.139318,70,1863362,69.40,4924.31
1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10602.608953,72,1863434,69.35,4923.48
1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10694.283531,83,1863517,69.30,4871.76
1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10645.581163,99,1863616,69.25,4869.70
1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10604.364781,68,1863684,69.24,4869.70
1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10654.378142,189,1863873,69.32,4870.06
1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10595.699145,68,1863941,69.26,4870.06
1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10600.208391,69,1864010,69.22,4870.06
1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10628.267976,86,1864096,69.17,4870.06
1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10604.805595,129,1864225,69.11,4870.06
1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10611.861760,71,1864296,69.06,4870.06
1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10720.415085,69,1864365,69.01,4870.06
1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10631.975146,123,1864488,68.97,4870.06
1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10657.550502,62,1864550,68.99,4870.06
1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10607.154099,69,1864619,68.94,4870.06
1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10600.432527,127,1864746,68.89,4870.06
1207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10651.750444,189,1864935,68.84,4870.06
1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10726.669369,67,1865002,68.79,4870.06
1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10732.297202,67,1865069,68.75,4870.15
1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10724.807519,90,1865159,68.90,4870.15
1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10721.288073,69,1865228,68.87,4870.15
1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10720.570154,131,1865359,68.85,4870.15
1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10715.272587,71,1865430,68.83,4870.15
1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10675.392591,63,1865493,68.80,4870.15
1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10764.611973,61,1865554,68.78,4870.15
1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10827.743313,91,1865645,68.76,4870.15
1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10751.243258,166,1865811,68.81,4878.86
1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10770.573709,129,1865940,68.88,4878.86
1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10925.722482,67,1866007,68.86,4878.86
1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10707.731383,65,1866072,68.82,4878.86
1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10733.460973,92,1866164,68.78,4878.86
1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10750.350629,128,1866292,68.73,4878.86
1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10772.963672,67,1866359,68.68,4878.86
1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10852.440163,72,1866431,68.67,4878.86
1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10805.769952,64,1866495,68.66,4878.86
1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10829.959453,63,1866558,68.61,4878.86
1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10695.514447,128,1866686,68.56,4878.86
1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10796.685200,188,1866874,68.51,4878.86
1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10603.595136,71,1866945,68.55,4878.86
1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10570.092669,124,1867069,68.51,4878.86
1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10505.695911,26,1867095,68.46,4878.86
1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10571.530841,130,1867225,68.41,4878.86
1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10505.254907,74,1867299,68.44,4878.86
1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10499.826104,67,1867366,68.39,4878.86
1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10470.853585,119,1867485,68.34,4878.86
1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10505.091905,34,1867519,68.29,4878.86
1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10597.376953,99,1867618,68.24,4878.86
1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10596.943008,128,1867746,68.20,4878.86
1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10445.143477,191,1867937,68.23,4878.86
1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10475.269712,11,1867948,68.18,4878.86
1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10476.488260,64,1868012,68.14,4878.86
1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11200.979633,83,1868095,68.09,4878.86
1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1868095,68.04,4878.86
1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1868095,67.99,4878.86
1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1868095,67.94,4878.86
1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1868095,67.88,4878.86
1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13362.118884,460,1868555,67.91,4878.86
1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1868555,67.87,4878.86
1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1868555,67.82,4878.86
1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11312.613160,381,1868936,67.77,4878.86
1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1868936,67.72,4878.86
1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9377.939269,224,1869160,67.67,4878.86
1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1869160,67.62,4878.86
1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1869160,67.57,4878.86
1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8261.746891,65,1869225,67.52,4878.86
1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1869225,67.47,4878.86
1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1869225,67.42,4878.86
1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1869225,67.37,4878.86
1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1869225,67.32,4878.86
1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1869225,67.27,4878.86
1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1869225,67.22,4878.95
1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1869225,67.17,4879.03
1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1869225,67.12,4879.21
1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1869225,67.07,4879.30
1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1869225,67.02,4879.39
1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18589.210073,195,1869420,67.09,4879.47
1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1869420,67.07,4879.47
1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19411.017021,325,1869745,67.03,4879.47
1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16400.174178,518,1870263,66.99,4879.47
1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3942.873564,130,1870393,66.98,4879.47
1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355.472246,779,1871172,66.99,4879.47
1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911.228113,390,1871562,66.97,4879.47
1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.576272,260,1871822,66.95,4879.47
1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2587.346538,648,1872470,67.01,4879.47
1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.346473,520,1872990,67.01,4879.47
1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890.765746,390,1873380,67.00,4879.47
1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2165.537280,585,1873965,66.99,4879.47
1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.072457,455,1874420,67.05,4879.47
1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.337425,389,1874809,67.11,4879.47
1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2385.597220,586,1875395,67.10,4879.47
1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2123.996796,432,1875827,67.09,4879.47
1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2198.038034,541,1876368,67.16,4879.47
1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2414.239221,260,1876628,67.13,4879.47
1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2704.923321,260,1876888,67.09,4879.47
1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2496.219195,131,1877019,67.05,4879.47
1286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3668.456589,260,1877279,67.01,4879.47
1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4045.336974,259,1877538,67.04,4879.47
1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4112.615435,260,1877798,67.01,4879.47
1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4290.198205,196,1877994,66.97,4879.47
1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4027.245613,270,1878264,66.95,4879.47
1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4326.870281,209,1878473,66.93,4879.47
1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4454.569489,196,1878669,66.93,4879.47
1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4545.597130,260,1878929,66.89,4879.47
1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4556.492216,143,1879072,66.84,4879.47
1295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4762.652666,208,1879280,66.80,4879.47
1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4843.701934,194,1879474,66.84,4879.47
1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4770.071597,261,1879735,66.80,4879.47
1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4840.792160,195,1879930,66.77,4879.47
1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4898.809774,142,1880072,66.72,4879.47
1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4886.760284,209,1880281,66.68,4879.47
1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5025.262359,258,1880539,66.64,4879.47
1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4989.906987,196,1880735,66.68,4884.01
1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4982.183102,195,1880930,66.63,4884.01
1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5007.912028,143,1881073,66.59,4884.01
1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5762.678058,64,1881137,66.55,4884.01
1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1881137,66.58,4884.01
1307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7263.957523,1,1881138,66.53,4884.01
1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1881138,66.49,4884.01
1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8922.510368,145,1881283,66.44,4884.01
1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8936.881244,256,1881539,66.39,4884.01
1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8955.467649,196,1881735,66.35,4884.01
1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000.403761,198,1881933,66.31,4884.01
1313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8973.653533,141,1882074,66.34,4886.14
1314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6891.954754,130,1882204,66.30,4886.14
1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5720.200699,79,1882283,66.26,4886.14
1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6236.784340,66,1882349,66.21,4886.14
1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6904.032094,190,1882539,66.17,4886.14
1318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7241.125863,132,1882671,66.12,4886.14
1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7607.823887,120,1882791,66.08,4886.14
1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8131.743646,139,1882930,66.07,4886.14
1321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8239.390624,68,1882998,66.06,4886.14
1322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8583.147482,139,1883137,66.01,4886.14
1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8773.334522,69,1883206,65.97,4886.14
1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8986.296138,76,1883282,65.92,4886.14
1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9222.388091,66,1883348,65.88,4886.14
1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9231.759424,131,1883479,65.91,4889.64
1327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9170.596408,190,1883669,65.87,4889.64
1328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9169.654577,69,1883738,65.83,4889.64
1329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9222.706924,131,1883869,65.78,4889.64
1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9167.084298,129,1883998,65.74,4889.64
1331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9282.494602,79,1884077,65.69,4889.64
