second,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_v3.4.8,throughput_zookeeper_v3.4.8,cumulative_throughput_zookeeper_v3.4.8,avg_cpu_zookeeper_v3.4.8,avg_memory_mb_zookeeper_v3.4.8
359,1.872219,532,185006,54.48,217.76,1.792557,558,193283,26.75,300.24
360,1.888892,527,185533,54.49,218.11,1.727131,578,193861,26.74,300.58
361,1.956004,509,186042,54.50,218.72,1.738322,575,194436,26.74,300.58
362,1.924808,517,186559,54.51,218.72,1.707022,585,195021,26.74,300.75
363,1.950785,510,187069,54.52,219.06,1.720980,581,195602,26.73,301.44
364,1.969416,506,187575,54.54,219.48,1.748708,571,196173,26.73,302.12
365,2.006428,496,188071,54.55,219.65,1.818099,550,196723,26.73,302.12
366,1.957642,509,188580,54.57,219.81,1.740500,574,197297,26.73,304.88
367,1.918245,519,189099,54.59,220.14,1.800527,555,197852,26.80,308.65
368,1.937855,514,189613,54.60,220.47,1.741726,573,198425,27.02,316.71
369,1.943162,512,190125,54.61,220.47,1.783209,560,198985,27.00,316.71
370,1.984790,502,190627,54.62,221.30,1.697664,589,199574,27.00,318.49
371,1.973688,504,191131,54.65,222.64,1.721447,551,200125,26.99,318.49
372,1.900589,525,191656,54.65,222.64,2.286830,459,200584,27.15,324.64
373,1.907386,521,192177,54.66,223.82,1.709238,498,201082,27.12,324.64
374,1.929436,517,192694,54.65,224.19,2.484363,462,201544,27.26,330.13
375,1.974081,504,193198,54.66,224.52,1.958420,510,202054,27.24,330.13
376,1.902012,524,193722,54.66,224.52,1.952003,512,202566,27.24,331.06
377,1.898067,524,194246,54.67,225.26,2.040334,489,203055,27.25,331.06
378,1.914462,520,194766,54.67,225.26,2.080809,480,203535,27.25,331.06
379,2.011619,496,195262,54.67,226.10,1.961173,510,204045,27.25,331.06
380,1.962650,508,195770,54.68,226.47,2.060598,485,204530,27.24,331.06
381,1.947568,512,196282,54.67,226.68,1.977032,505,205035,27.24,331.06
382,1.935438,514,196796,54.66,226.68,2.003436,498,205533,27.24,331.06
383,1.970824,508,197304,54.66,227.75,1.966863,508,206041,27.24,331.06
384,2.017481,494,197798,54.67,228.44,1.801256,555,206596,27.24,331.06
385,1.982038,503,198301,54.67,228.92,1.679918,595,207191,27.23,331.06
386,1.942343,513,198814,54.66,229.07,1.720765,581,207772,27.23,331.13
387,1.938791,514,199328,54.65,229.07,1.711613,583,208355,27.22,331.13
388,1.948004,511,199839,54.64,229.07,1.705401,586,208941,27.21,331.13
389,1.921449,517,200356,54.65,231.10,1.779626,561,209502,27.21,331.13
390,1.890104,526,200882,54.66,231.58,1.799573,556,210058,27.21,331.13
391,1.883057,528,201410,54.66,231.58,1.744830,572,210630,27.20,331.13
392,1.900407,524,201934,54.67,232.69,1.727807,578,211208,27.19,331.13
393,1.870240,532,202466,54.66,233.04,1.734083,576,211784,27.18,331.13
394,1.899415,524,202990,54.66,233.27,1.722024,581,212365,27.18,331.13
395,1.848315,539,203529,54.65,233.65,1.729125,577,212942,27.18,331.13
396,1.855896,536,204065,54.66,233.99,1.816937,550,213492,27.18,331.13
397,1.840205,541,204606,54.66,234.13,1.980060,505,213997,27.18,331.13
398,1.927988,516,205122,54.67,234.62,2.063437,484,214481,27.20,330.79
399,1.894739,525,205647,54.68,234.62,2.042082,489,214970,27.20,330.79
400,1.817842,547,206194,54.67,234.84,2.016892,496,215466,27.20,330.79
401,1.890428,526,206720,54.67,235.34,1.969956,507,215973,27.21,330.79
402,1.944139,512,207232,54.68,236.32,2.014491,496,216469,27.22,331.47
403,2.028259,491,207723,54.68,236.87,1.983213,504,216973,27.23,331.47
404,2.012872,495,208218,54.70,237.59,1.994744,501,217474,27.23,332.21
405,2.055167,484,208702,54.70,237.92,1.957077,511,217985,27.24,332.21
406,2.174874,458,209160,54.71,238.23,1.813438,551,218536,27.25,334.26
407,2.340344,425,209585,54.71,238.52,1.860859,537,219073,27.28,334.26
408,2.266853,440,210025,54.71,238.52,1.820665,548,219621,27.29,335.63
409,2.376385,419,210444,54.74,240.63,1.799360,555,220176,27.28,335.63
410,2.275001,438,210882,54.75,241.12,1.796348,557,220733,27.27,335.63
411,2.314098,431,211313,54.75,241.21,1.836119,544,221277,27.27,335.63
412,2.236641,445,211758,54.77,242.18,1.805837,551,221828,27.26,335.63
413,2.190766,455,212213,54.76,242.18,1.797868,558,222386,27.25,336.37
414,2.224155,448,212661,54.75,242.18,1.813833,551,222937,27.24,336.37
415,2.202825,452,213113,54.77,242.33,1.815982,550,223487,27.23,336.72
416,1.921261,518,213631,54.77,242.89,1.803867,554,224041,27.23,338.09
417,1.793839,555,214186,54.77,242.89,1.834672,544,224585,27.22,338.77
418,1.863880,534,214720,54.77,243.46,1.840927,543,225128,27.21,338.77
419,1.843350,540,215260,54.78,243.85,1.831230,546,225674,27.20,339.45
420,1.914928,520,215780,54.79,243.99,1.818620,549,226223,27.20,339.45
421,1.883026,529,216309,54.78,243.99,1.824720,548,226771,27.19,339.96
422,1.925048,517,216826,54.78,244.99,1.805292,553,227324,27.18,339.96
423,1.944604,512,217338,54.81,245.35,1.845416,542,227866,27.17,339.96
424,1.915250,519,217857,54.81,245.55,1.847552,540,228406,27.17,339.96
425,1.992681,500,218357,54.83,246.56,1.820235,549,228955,27.16,339.96
426,1.944358,511,218868,54.85,247.01,1.815579,551,229506,27.15,341.49
427,1.907957,522,219390,54.85,247.75,1.837616,543,230049,27.14,341.84
428,1.948759,511,219901,54.86,248.32,1.855821,538,230587,27.13,341.84
429,1.959433,508,220409,54.87,248.55,1.868940,535,231122,27.13,341.84
430,2.016068,494,220903,54.90,250.14,1.843577,542,231664,27.12,342.52
431,1.935513,514,221417,54.91,250.39,1.860538,537,232201,27.11,343.20
432,1.854054,536,221953,54.91,251.56,1.885826,530,232731,27.10,343.20
433,1.847035,539,222492,54.92,251.85,1.872427,533,233264,27.09,343.20
434,1.884359,528,223020,54.92,252.03,1.945325,514,233778,27.09,343.20
435,1.933561,515,223535,54.92,252.34,2.075700,481,234259,27.10,344.39
436,1.835651,542,224077,54.92,252.51,1.981901,505,234764,27.10,344.39
437,1.811240,550,224627,54.92,252.85,2.008873,497,235261,27.10,344.39
438,1.838786,541,225168,54.91,252.98,2.037513,490,235751,27.10,344.39
439,1.916119,521,225689,54.92,253.45,2.273042,440,236191,27.09,344.39
440,1.961271,509,226198,54.92,254.01,2.186529,457,236648,27.10,345.76
441,1.895579,526,226724,54.91,254.82,2.146465,466,237114,27.10,345.76
442,1.915467,520,227244,54.90,254.82,2.068335,483,237597,27.10,345.76
443,1.926296,517,227761,54.91,255.29,2.070011,482,238079,27.10,345.76
444,1.871323,533,228294,54.90,255.55,2.025670,494,238573,27.10,346.10
445,1.946268,512,228806,54.90,255.92,1.906745,524,239097,27.11,346.78
446,1.945561,512,229318,54.91,256.72,1.856313,538,239635,27.15,349.00
447,1.907721,523,229841,54.90,256.72,1.903074,525,240160,27.14,349.00
448,1.916367,520,230361,54.89,256.72,1.855356,538,240698,27.14,349.00
449,1.890488,527,230888,54.89,257.21,1.875569,533,241231,27.13,349.54
450,1.817122,547,231435,54.90,258.77,1.840701,543,241774,27.13,349.54
451,1.889891,527,231962,54.90,259.90,1.831639,546,242320,27.12,349.54
452,1.870363,531,232493,54.90,260.52,1.830066,545,242865,27.11,350.22
453,1.904815,523,233016,54.91,262.00,1.791732,558,243423,27.10,350.22
454,1.839636,541,233557,54.90,262.00,1.796951,556,243979,27.09,350.22
455,1.824370,545,234102,54.90,262.30,1.809849,552,244531,27.09,352.10
456,1.877500,530,234632,54.90,262.88,2.031823,492,245023,27.09,352.79
457,1.854665,536,235168,54.91,263.32,2.142854,466,245489,27.10,352.79
458,1.897301,525,235693,54.90,263.32,2.214864,451,245940,27.10,352.79
459,1.938029,513,236206,54.90,263.32,2.220940,450,246390,27.10,352.79
460,1.851855,536,236742,54.90,263.94,2.182004,458,246848,27.11,353.20
461,1.936273,516,237258,54.91,264.76,2.113657,473,247321,27.11,353.88
462,1.986967,501,237759,54.91,264.76,2.065486,484,247805,27.11,353.88
463,1.975535,504,238263,54.91,264.87,2.214618,451,248256,27.12,353.88
464,1.954714,509,238772,54.92,265.53,2.207523,453,248709,27.12,353.88
465,1.976464,504,239276,54.92,265.53,2.195552,455,249164,27.13,355.25
466,2.131712,467,239743,54.92,265.71,1.927920,518,249682,27.14,355.42
467,2.352225,423,240166,54.94,267.01,1.820147,548,250230,27.13,355.42
468,2.245258,444,240610,54.94,267.59,1.805998,554,250784,27.12,355.42
469,2.171092,459,241069,54.94,267.59,1.876367,533,251317,27.12,356.10
470,2.236404,445,241514,54.95,267.59,1.874143,533,251850,27.11,356.10
471,2.205495,452,241966,54.94,267.68,1.825152,547,252397,27.10,356.10
472,2.199272,452,242418,54.96,269.11,1.838307,544,252941,27.09,356.10
473,2.149453,463,242881,54.96,269.11,1.832212,545,253486,27.09,356.44
474,2.147195,465,243346,54.96,269.24,1.837670,544,254030,27.08,357.12
475,2.114581,471,243817,54.96,269.86,1.899249,526,254556,27.08,357.97
476,1.874173,531,244348,54.96,269.86,1.867840,535,255091,27.07,357.97
477,1.823552,546,244894,54.96,269.86,1.820258,549,255640,27.06,358.66
478,1.857386,535,245429,54.95,270.13,1.879694,531,256171,27.12,360.71
479,1.873216,531,245960,54.96,270.69,1.748654,571,256742,27.11,360.71
480,1.843778,540,246500,54.97,270.90,1.739620,575,257317,27.10,360.71
481,1.863412,534,247034,54.97,272.05,1.812806,551,257868,27.10,362.07
482,1.919382,518,247552,54.98,272.14,1.784382,560,258428,27.10,362.07
483,1.915342,519,248071,55.00,272.55,1.781948,560,258988,27.09,362.41
484,2.023200,493,248564,55.02,273.03,1.797261,557,259545,27.09,362.41
485,1.975541,504,249068,55.02,273.03,1.811769,551,260096,27.08,363.09
486,1.916352,519,249587,55.03,273.46,1.778300,562,260658,27.08,363.09
487,1.949850,510,250097,55.04,273.72,1.859942,537,261195,27.07,363.78
488,1.897554,525,250622,55.05,274.58,1.854507,539,261734,27.07,363.78
489,1.942606,513,251135,55.05,274.58,1.844809,541,262275,27.06,364.14
490,2.038597,488,251623,55.08,277.67,1.858692,538,262813,27.06,363.98
491,1.896225,525,252148,55.09,277.85,1.817145,550,263363,27.06,363.98
492,1.853754,537,252685,55.08,277.95,1.802243,554,263917,27.05,363.98
493,1.846311,539,253224,55.09,277.95,1.775068,562,264479,27.05,363.98
494,1.843931,540,253764,55.10,278.33,1.887256,530,265009,27.05,363.98
495,1.859886,535,254299,55.09,278.65,2.061244,485,265494,27.05,363.98
496,1.906511,521,254820,55.10,279.18,1.995774,500,265994,27.05,364.67
497,1.914884,520,255340,55.10,279.37,1.999512,500,266494,27.05,364.67
498,1.913199,520,255860,55.11,279.79,2.061010,485,266979,27.05,365.35
499,1.885124,529,256389,55.10,280.17,2.085006,479,267458,27.06,366.20
500,1.894452,526,256915,55.09,280.79,2.153296,464,267922,27.06,366.20
501,1.986552,502,257417,55.10,280.79,2.297424,435,268357,27.07,366.92
502,1.894966,526,257943,55.10,281.99,2.193814,455,268812,27.06,367.60
503,1.890358,526,258469,55.10,282.22,2.199092,455,269267,27.06,367.60
504,1.917877,520,258989,55.09,282.22,1.907987,524,269791,27.06,367.60
505,1.938828,514,259503,55.09,283.19,1.753788,569,270360,27.06,367.60
506,1.889996,527,260030,55.09,283.41,1.766281,566,270926,27.05,367.60
507,1.949146,512,260542,55.09,284.39,1.749595,571,271497,27.05,368.97
508,1.856865,537,261079,55.09,284.39,1.733877,576,272073,27.04,370.16
509,1.841748,541,261620,55.08,285.69,1.801386,555,272628,27.04,370.16
510,1.845268,539,262159,55.08,285.94,1.832708,545,273173,27.04,370.84
511,1.775330,561,262720,55.07,286.04,1.848474,540,273713,27.03,371.53
512,1.820464,546,263266,55.07,286.21,1.761730,567,274280,27.02,371.53
513,1.882212,529,263795,55.09,286.38,1.823099,548,274828,27.02,371.53
514,1.883114,528,264323,55.09,286.38,1.834173,545,275373,27.01,371.53
515,1.844998,540,264863,55.08,286.38,1.828273,546,275919,27.01,372.21
516,1.861656,535,265398,55.07,286.73,1.981744,505,276424,27.00,373.06
517,1.870283,531,265929,55.08,287.72,2.194000,455,276879,27.01,373.06
518,1.912301,520,266449,55.08,289.00,2.282273,438,277317,27.02,373.75
519,1.915857,520,266969,55.09,289.54,2.241010,446,277763,27.02,373.75
520,1.896899,525,267494,55.09,290.37,2.196236,455,278218,27.03,374.43
521,1.851802,538,268032,55.09,290.37,2.143955,466,278684,27.03,374.43
522,2.051523,484,268516,55.09,290.37,2.104377,475,279159,27.04,374.43
523,2.031480,491,269007,55.09,290.50,2.148982,465,279624,27.04,375.11
524,2.029597,491,269498,55.08,291.24,2.120212,471,280095,27.04,375.11
525,2.075613,479,269977,55.11,293.00,2.105816,475,280570,27.05,375.11
526,2.382436,419,270396,55.11,293.20,1.886254,529,281099,27.06,377.00
527,2.318633,429,270825,55.11,293.20,1.816120,551,281650,27.06,377.00
528,2.398506,416,271241,55.11,293.20,1.772228,563,282213,27.06,377.74
529,2.329012,428,271669,55.13,294.84,1.731496,577,282790,27.05,377.74
530,2.431690,410,272079,55.13,294.84,1.803691,554,283344,27.04,378.42
531,2.326317,428,272507,55.13,294.94,1.787145,560,283904,27.04,379.10
532,2.240646,444,272951,55.14,295.12,1.766519,565,284469,27.04,379.10
533,2.102936,474,273425,55.14,295.65,1.803756,528,284997,27.03,379.10
534,2.166464,460,273885,55.15,296.01,2.370932,441,285438,27.12,380.81
535,2.113693,471,274356,55.16,296.65,1.774722,563,286001,27.13,382.05
536,1.931307,515,274871,55.15,296.81,1.784720,560,286561,27.12,382.05
537,1.845839,539,275410,55.15,297.13,1.763802,566,287127,27.11,382.05
538,1.905366,521,275931,55.16,297.73,1.799928,431,287558,27.11,382.05
539,1.890949,526,276457,55.16,298.47,2.285322,535,288093,27.22,383.52
540,1.885546,528,276985,55.15,298.75,1.813096,552,288645,27.20,383.52
541,1.899602,523,277508,55.14,298.75,1.786760,559,289204,27.19,383.52
542,1.924170,517,278025,55.14,298.94,1.771670,563,289767,27.19,383.52
543,1.933334,514,278539,55.17,299.38,1.784820,561,290328,27.18,383.43
544,2.001565,497,279036,55.18,300.71,1.804287,553,290881,27.18,384.28
545,1.931041,516,279552,55.19,300.71,1.770865,564,291445,27.18,384.28
546,1.962627,506,280058,55.21,301.07,1.716193,583,292028,27.17,384.28
547,1.925215,518,280576,55.21,301.51,1.793167,557,292585,27.17,385.02
548,1.927288,516,281092,55.22,302.32,1.754032,569,293154,27.16,385.71
549,1.909225,522,281614,55.23,302.40,1.826583,547,293701,27.16,385.71
550,1.989569,500,282114,55.23,302.64,1.845876,541,294242,27.16,385.91
551,1.937985,514,282628,55.25,303.73,1.802953,555,294797,27.15,387.79
552,1.836374,542,283170,55.28,304.56,1.790244,558,295355,27.15,387.79
553,1.862234,534,283704,55.27,304.56,1.760205,567,295922,27.15,387.79
554,1.930876,515,284219,55.28,305.36,1.844445,542,296464,27.14,387.79
555,1.901062,524,284743,55.28,305.36,2.055342,486,296950,27.14,387.79
556,1.852366,521,285264,55.27,305.51,2.054452,486,297436,27.15,389.16
557,1.900895,539,285803,55.28,305.70,1.979302,505,297941,27.15,389.16
558,1.853380,537,286340,55.27,305.70,2.033069,492,298433,27.15,389.16
559,1.903868,524,286864,55.28,306.84,2.199458,454,298887,27.15,389.94
560,1.909827,521,287385,55.27,306.97,2.143085,466,299353,27.28,392.20
561,1.932631,516,287901,55.26,307.22,2.102963,475,299828,27.28,392.20
562,1.923673,518,288419,55.26,307.77,2.055990,486,300314,27.27,392.20
563,1.967462,507,288926,55.25,308.33,2.072905,482,300796,27.27,392.20
564,1.909773,522,289448,55.27,309.89,1.995489,501,301297,27.26,392.20
565,1.916670,521,289969,55.26,310.11,1.778661,562,301859,27.32,394.28
566,1.890129,527,290496,55.25,310.27,1.753840,569,302428,27.31,395.73
567,1.853132,538,291034,55.25,310.27,1.741140,574,303002,27.31,395.73
568,1.891376,527,291561,55.25,311.16,1.727363,579,303581,27.30,395.60
569,1.905307,522,292083,55.25,311.36,1.703506,586,304167,27.30,395.60
570,1.885500,528,292611,55.27,314.34,1.702633,587,304754,27.29,396.29
571,1.897313,524,293135,55.26,314.73,1.705477,586,305340,27.29,396.29
572,1.828754,544,293679,55.26,314.82,1.666072,599,305939,27.28,396.29
573,1.838330,541,294220,55.25,315.37,1.803614,554,306493,27.28,396.29
574,1.857509,536,294756,55.25,315.71,1.795949,557,307050,27.27,397.00
575,1.935704,514,295270,55.25,315.71,1.771999,563,307613,27.27,397.31
576,1.896270,525,295795,55.27,316.11,1.941196,515,308128,27.26,397.31
577,1.869835,533,296328,55.26,316.40,2.063027,484,308612,27.26,397.99
578,1.885798,527,296855,55.26,317.13,2.112135,473,309085,27.27,397.99
579,1.889909,526,297381,55.27,317.61,2.083267,480,309565,27.28,397.99
580,1.876011,529,297910,55.26,317.92,2.026808,493,310058,27.28,397.99
581,1.843500,540,298450,55.26,317.92,2.092270,478,310536,27.29,397.99
582,2.048027,485,298935,55.26,318.43,2.068404,482,311018,27.29,398.68
583,2.006672,495,299430,55.27,318.95,2.055046,487,311505,27.30,400.24
584,1.963245,508,299938,55.27,319.94,2.039709,490,311995,27.31,402.34
585,2.025812,491,300429,55.28,320.30,2.022394,494,312489,27.31,402.34
586,2.267281,439,300868,55.27,320.57,1.895943,527,313016,27.31,403.03
587,2.332091,427,301295,55.27,320.57,1.756990,568,313584,27.31,403.03
588,2.353802,424,301719,55.27,320.74,1.744538,573,314157,27.31,403.71
589,2.436401,408,302127,55.29,322.32,1.766823,565,314722,27.31,403.71
590,2.408524,413,302540,55.30,323.28,1.779793,562,315284,27.30,404.39
591,2.368650,420,302960,55.30,323.28,1.739801,574,315858,27.30,404.39
592,2.174934,458,303418,55.30,323.28,1.752289,570,316428,27.30,405.13
593,2.114310,470,303888,55.30,323.41,1.730113,578,317006,27.29,405.13
594,2.102924,473,304361,55.31,323.61,1.816658,550,317556,27.29,405.13
595,2.096144,476,304837,55.31,323.73,1.890781,528,318084,27.28,405.13
596,2.012426,494,305331,55.31,323.74,1.806094,553,318637,27.27,405.81
597,1.871258,532,305863,55.31,323.97,1.759847,568,319205,27.27,406.49
598,1.922804,516,306379,55.32,324.28,1.871933,534,319739,27.27,408.54
599,1.877767,530,306909,55.32,325.09,1.842409,542,320281,27.31,410.59
600,1.897012,525,307434,55.31,325.60,1.822213,548,320829,27.33,410.59
601,1.884936,528,307962,55.31,325.60,1.815347,551,321380,27.32,411.27
602,1.913721,520,308482,55.32,326.12,1.790421,558,321938,27.32,411.96
603,2.019509,492,308974,55.34,327.23,1.751526,570,322508,27.31,411.96
604,1.952601,510,309484,55.35,328.26,1.794649,557,323065,27.31,411.96
605,1.913955,520,310004,55.36,328.26,1.818283,549,323614,27.30,412.64
606,1.967908,506,310510,55.36,328.36,1.788884,558,324172,27.33,413.37
607,1.952749,510,311020,55.38,329.59,1.782129,562,324734,27.35,414.73
608,1.966157,506,311526,55.38,329.76,1.813271,551,325285,27.35,414.73
609,1.918451,519,312045,55.38,330.08,1.782653,560,325845,27.35,415.41
610,1.981534,502,312547,55.39,330.75,1.778136,562,326407,27.34,416.10
611,1.900820,524,313071,55.40,331.94,1.796631,556,326963,27.34,416.86
612,1.851616,538,313609,55.42,333.13,1.802465,554,327517,27.33,416.86
613,1.848247,538,314147,55.41,333.27,1.853980,539,328056,27.33,416.86
614,1.859366,536,314683,55.41,333.46,1.935113,516,328572,27.32,417.54
615,1.889575,527,315210,55.40,333.69,2.101685,476,329048,27.32,417.54
616,1.904892,522,315732,55.41,334.21,2.028761,492,329540,27.32,417.92
617,1.966449,506,316238,55.42,334.21,2.062757,485,330025,27.32,417.92
618,1.837122,515,316753,55.41,334.70,2.058810,485,330510,27.32,418.78
619,2.191392,477,317230,55.40,334.80,2.046904,488,330998,27.32,418.78
620,1.947791,512,317742,55.40,334.96,2.066986,484,331482,27.32,418.78
621,1.924516,518,318260,55.41,335.70,2.097769,476,331958,27.32,419.46
622,1.960705,508,318768,55.40,335.80,2.070188,483,332441,27.32,419.46
623,1.991087,501,319269,55.39,336.47,2.129643,468,332909,27.31,419.46
624,1.930191,516,319785,55.40,336.77,1.950300,513,333422,27.31,419.46
625,1.912474,521,320306,55.41,337.57,1.747474,572,333994,27.31,420.14
626,1.960777,509,320815,55.40,338.06,1.814041,551,334545,27.30,420.65
627,1.914114,521,321336,55.39,338.06,1.763593,567,335112,27.30,421.34
628,1.912757,520,321856,55.38,338.32,1.781476,560,335672,27.29,421.34
629,1.874869,530,322386,55.38,338.77,1.895260,528,336200,27.29,421.34
630,1.952906,510,322896,55.38,339.56,1.748636,571,336771,27.28,421.34
631,1.850362,537,323433,55.39,339.71,1.758717,568,337339,27.27,421.68
632,1.885720,528,323961,55.39,339.71,1.760804,568,337907,27.27,422.02
633,1.850179,538,324499,55.38,340.43,1.754552,569,338476,27.27,422.70
634,1.849937,538,325037,55.39,341.02,1.774722,563,339039,27.26,422.70
635,1.851792,537,325574,55.39,341.02,1.828281,546,339585,27.26,423.38
636,1.865599,534,326108,55.38,341.33,2.084416,480,340065,27.26,424.21
637,1.898140,524,326632,55.40,342.07,2.071390,481,340546,27.25,424.21
638,1.860182,535,327167,55.39,342.07,2.158364,464,341010,27.26,424.21
639,1.843586,541,327708,55.40,343.26,2.018431,494,341504,27.27,426.26
640,1.932671,515,328223,55.40,343.26,2.046794,489,341993,27.27,426.94
641,1.890419,526,328749,55.39,343.46,2.026627,493,342486,27.27,426.94
642,2.035288,489,329238,55.40,344.11,1.987597,502,342988,27.28,426.94
643,2.007728,496,329734,55.40,344.19,2.026009,494,343482,27.28,426.94
644,2.067638,481,330215,55.40,345.86,2.040033,489,343971,27.29,427.28
645,2.003029,497,330712,55.41,346.66,2.005758,499,344470,27.29,427.96
646,2.206615,451,331163,55.40,347.26,1.856282,538,345008,27.29,428.30
647,2.361987,422,331585,55.40,347.48,1.787064,559,345567,27.29,428.30
648,2.354025,423,332008,55.41,347.83,1.779232,562,346129,27.28,429.67
